date,wbe,fieldworker,type,xlambert,ylambert,year
2022-03-22,109,256,Single,35250.591237643646,170402.52349005174,2022
2022-03-19,210,43,Couple,116129.37369585612,181328.2759363996,2022
2022-03-07,507,272,Couple,144258.55739603844,187484.1014224626,2022
2022-01-19,533,407,Group,163834.95772076095,168116.85201224498,2022
2022-03-04,118,235,Group,50010.07485066567,175332.39148291107,2022
2022-01-21,222,251,Sound,126732.70212033216,172442.65898463782,2022
2022-01-24,239,407,Sound,91318.64714421604,170356.83033288922,2022
2022-03-14,326,529,Couple,172613.52572914664,234911.54616574664,2022
2022-03-09,308,133,Single,176348.0697185789,241888.80210527775,2022
2022-02-26,120,443,Group,39872.39397194855,173764.2055065576,2022
2022-03-28,308,131,Single,178449.62671552552,237636.2665613219,2022
2022-02-15,222,309,Sound,133494.762654324,172314.44490005262,2022
2022-03-26,115,357,Couple,80913.34097549018,167825.54184262734,2022
2022-02-12,224,359,Single,87688.85331444436,203346.9329076633,2022
2022-01-31,526,480,Couple,139847.66221577395,168427.67470335495,2022
2022-03-06,122,305,Single,70958.79223419532,188631.16591545288,2022
2022-02-09,308,175,Group,179490.28145703403,239766.86957391072,2022
2022-02-22,505,152,Couple,192427.6977792408,180206.0650596777,2022
2022-02-18,113,345,Single,60607.67899904949,186186.95534749795,2022
2022-02-25,507,524,Couple,138354.36204904557,186607.23143391497,2022
2022-01-21,115,325,Group,83073.82153959684,160850.0278775096,2022
2022-01-26,254,364,Single,87109.26586790715,208695.9790053405,2022
2022-02-10,108,247,Sound,67502.50995809677,169226.91651680227,2022
2022-03-19,103,505,Single,28381.819987083552,184194.0629963428,2022
2022-03-10,525,509,Group,144547.95932134197,184174.95209278353,2022
2022-03-20,118,110,Couple,50500.26316629851,178165.12821405847,2022
2022-03-09,105,76,Group,57307.584369045406,198187.83553431928,2022
2022-03-10,110,424,Couple,71490.17525341045,196216.95085759833,2022
2022-03-05,122,342,Single,62795.02966483943,186435.50167267583,2022
2022-02-13,108,23,Sound,74814.90286625788,174146.36466406193,2022
2022-01-27,116,250,Group,58037.38648321701,172404.92017410416,2022
2022-03-09,113,84,Single,59224.0865070655,191492.77587564848,2022
2022-03-11,307,278,Sound,195976.10773421967,232836.1760383183,2022
2022-02-04,108,490,Couple,70393.96021443675,177145.51930110902,2022
2022-03-15,113,53,Group,56265.55016490485,184933.12522104755,2022
2022-02-19,122,544,Sound,73453.3232334665,187312.1118703084,2022
2022-03-04,213,285,Couple,114144.7048665921,163058.28183174506,2022
2022-01-17,121,195,Single,79854.07634130244,188910.82526697032,2022
2022-03-16,213,194,Single,117233.20282617754,160377.04498715606,2022
2022-03-02,240,540,Couple,96342.69744067467,163398.59459578805,2022
2022-02-17,239,542,Single,93714.19553958497,175532.5723640062,2022
2022-02-17,110,74,Couple,80408.53666722694,209487.82831392065,2022
2022-01-18,121,109,Sound,78713.23738588343,186768.72197771535,2022
2022-01-25,227,522,Sound,95372.0336551987,199216.61047523937,2022
2022-02-20,213,67,Sound,120002.33204732832,171518.55977671407,2022
2022-01-26,221,365,Single,100833.97256992648,215620.8070151452,2022
2022-03-26,128,206,Couple,46193.65957901982,209679.45360306185,2022
2022-01-16,102,147,Group,43864.991008274155,167002.27959591616,2022
2022-03-09,240,528,Group,98875.26990674234,174255.51125905663,2022
2022-02-22,253,125,Couple,102936.874673594,164789.592465261,2022
2022-01-19,202,413,Couple,96839.68041128908,213427.4788937522,2022
2022-03-01,130,271,Sound,61084.746525210416,211701.16887003276,2022
2022-03-31,116,51,Couple,61463.6956437614,177773.12111112103,2022
2022-03-06,213,67,Sound,118086.39715189362,170774.85301141348,2022
2022-03-12,108,90,Group,66182.55228566086,172688.60858732462,2022
2022-02-14,114,304,Group,47349.41389070588,196225.0681256512,2022
2022-03-16,115,71,Sound,83825.5679199429,170990.80397975072,2022
2022-02-27,110,177,Couple,78764.8240755789,203856.73940794077,2022
2022-02-15,121,526,Group,83386.55614656821,173221.72399690095,2022
2022-03-24,229,229,Sound,102786.25276616566,202379.0307790143,2022
2022-02-28,130,323,Couple,59811.45763686123,213082.95317317825,2022
2022-01-22,505,416,Sound,190574.33789440567,176571.25273228064,2022
2022-01-19,526,506,Sound,137397.23439205097,160573.5531029459,2022
2022-02-08,122,42,Sound,69461.56332684106,184645.610291183,2022
2022-03-31,122,81,Sound,70245.00360059775,187756.2651421819,2022
2022-03-25,114,16,Group,50908.47536407077,197440.5975474622,2022
2022-03-10,110,215,Single,71186.1206484202,194913.09042688645,2022
2022-02-06,505,123,Group,198021.195693016,184549.91503570697,2022
2022-01-23,115,493,Single,82068.50715211613,165681.18925311975,2022
2022-02-08,113,431,Single,53226.60266124508,182265.7897546878,2022
2022-02-24,224,318,Couple,89913.3668789129,205398.25728164893,2022
2022-02-26,117,472,Single,55866.08875441662,189981.8489069529,2022
2022-02-08,121,305,Sound,73889.7608357505,185930.5630710749,2022
2022-01-31,239,376,Couple,96429.06524856336,179185.5957696177,2022
2022-02-05,128,295,Couple,49141.397563060935,209928.94004513416,2022
2022-02-12,240,249,Sound,107732.36665004448,168125.33796843048,2022
2022-03-05,122,552,Couple,76369.63530622091,192034.40970472895,2022
2022-03-06,105,149,Group,64980.80149480274,193046.10152386967,2022
2022-03-12,102,225,Single,53160.44449404854,169604.2000170527,2022
2022-03-12,128,199,Group,40669.309851493075,205044.6406509634,2022
2022-03-13,533,121,Single,163825.5256720837,171671.19746789895,2022
2022-01-29,209,369,Group,109219.01579761744,212896.28919889312,2022
2022-02-27,240,454,Single,106100.21363618804,175205.04901310522,2022
2022-01-17,118,173,Couple,41364.445165606754,182446.43776989635,2022
2022-03-10,108,490,Single,67635.31522931207,176824.6262202859,2022
2022-02-23,110,112,Couple,82214.70833556098,198260.65820039436,2022
2022-02-13,117,248,Single,50778.87629834509,188073.44657494128,2022
2022-01-25,109,19,Single,27223.049732159063,178159.24697243795,2022
2022-02-12,109,379,Sound,31295.07895769663,174702.3281055102,2022
2022-02-09,312,89,Couple,160698.3552001994,237380.02777330577,2022
2022-02-22,240,540,Group,93435.97231631336,165621.2711227201,2022
2022-02-16,526,301,Sound,140260.77682681303,154571.1258099014,2022
2022-01-30,240,15,Group,107259.47072478836,171827.09449123032,2022
2022-03-11,209,450,Group,105829.93255284136,217945.80166423784,2022
2022-01-27,103,486,Group,34961.9389914201,183691.45282435697,2022
2022-03-06,109,127,Couple,33497.39174090055,170654.52143180743,2022
2022-01-23,105,217,Couple,57208.51602676336,201145.8171745697,2022
2022-02-08,106,313,Sound,72093.59465558505,222468.6930055637,2022
2022-03-22,116,344,Single,62152.500836919295,170009.8942223331,2022
2022-02-16,,426,Sound,60329.923908173805,208325.15762505587,2022
2022-01-31,209,369,Couple,109182.53422460827,212313.07352813057,2022
2022-02-11,232,513,Sound,103598.5159594858,186283.69291021768,2022
2022-03-29,108,399,Single,69173.54874011353,170774.8229877893,2022
2022-02-10,109,427,Couple,32982.11978511051,173914.22105755564,2022
2022-02-03,105,76,Single,56549.971323418154,197950.92410027236,2022
2022-01-23,533,439,Group,167542.4820339154,169657.44717053883,2022
2022-02-27,110,476,Group,73469.33439954498,205811.3810169818,2022
2022-03-17,240,388,Group,96790.48864333614,165813.12210665178,2022
2022-03-25,121,294,Sound,80562.99182435684,179354.60678817518,2022
2022-02-03,116,70,Group,65692.68962043052,165948.85854639765,2022
2022-02-24,118,393,Sound,43446.88492457209,176548.5036781812,2022
2022-01-22,248,265,Couple,113917.8687279235,173951.51970912702,2022
2022-03-07,121,411,Group,85631.23223148898,189798.80851378385,2022
2022-02-04,207,468,Single,112553.4941688198,194828.63035686873,2022
2022-02-07,216,511,Couple,122318.84923809535,202388.29737051015,2022
2022-03-31,118,228,Couple,55172.67874300547,178741.60991709586,2022
2022-02-14,308,60,Single,179185.1587881069,241888.19837294705,2022
2022-02-27,120,221,Group,39501.263206375545,175424.42485147063,2022
2022-03-14,113,151,Couple,47510.41926198914,183569.9580577165,2022
2022-02-08,115,114,Group,86633.01541392569,165938.29735056404,2022
2022-02-17,540,145,Couple,154777.47706233396,187172.3989683818,2022
2022-02-16,102,300,Group,45230.06857471701,170048.71035180986,2022
2022-03-21,207,153,Single,112983.09792998024,196824.4640325336,2022
2022-03-14,253,125,Group,103267.26644633996,165160.8394732112,2022
2022-03-31,239,542,Sound,93347.10392549228,175537.87979924865,2022
2022-03-15,115,466,Sound,79488.53383097403,166965.5623902399,2022
2022-03-07,121,459,Sound,73903.60061278011,184506.7796431845,2022
2022-03-03,117,533,Sound,41231.73056889449,183115.80943495128,2022
2022-03-31,116,500,Sound,58863.27394968715,177495.61778230593,2022
2022-03-03,102,384,Sound,43436.69411706428,166048.0747872535,2022
2022-02-19,531,270,Couple,129896.13260485652,161366.1885674456,2022
2022-03-12,118,432,Sound,45361.55875775225,182043.1009157188,2022
2022-02-27,110,476,Couple,74597.51081832855,205339.66863528543,2022
2022-02-16,240,527,Couple,102159.1496537358,168610.16486207675,2022
2022-02-23,105,116,Single,61205.17713453322,194110.3967801174,2022
2022-01-28,105,168,Sound,65382.51258309229,201175.44783595577,2022
2022-02-28,124,180,Single,67192.97596273615,221729.5886676367,2022
2022-03-11,114,172,Sound,45113.49163257409,196335.5680139773,2022
2022-01-26,213,385,Couple,113020.0175202852,169594.7696449766,2022
2022-02-23,130,551,Sound,53321.404792540285,212419.97600348663,2022
2022-03-26,121,334,Group,76297.82768487092,179588.33263614774,2022
2022-01-16,326,395,Sound,172502.21870511462,233946.77626826335,2022
2022-02-07,118,77,Couple,43754.09639776089,179933.7627672786,2022
2022-03-06,110,464,Group,75205.18260684659,206326.9174708631,2022
2022-03-26,113,333,Single,58871.96198619195,187030.28349563107,2022
2022-02-27,229,264,Single,100673.0496003451,200986.28892502468,2022
2022-03-01,122,118,Sound,70697.94777935438,181981.38925768808,2022
2022-03-30,113,211,Sound,54640.814259577994,183394.8227384137,2022
2022-01-30,107,186,Group,75451.69426280285,161903.55608879402,2022
2022-03-09,,40,Sound,73838.81390061614,196156.34566047508,2022
2022-01-19,121,269,Couple,75619.26301869891,187546.2406017473,2022
2022-03-25,207,56,Couple,116415.84906055148,194411.5371917542,2022
2022-02-14,113,232,Group,59808.684290590405,182574.64730611723,2022
2022-02-06,103,32,Couple,31095.269255922656,181645.25082784612,2022
2022-02-27,118,228,Single,44835.17444431159,178280.10716108792,2022
2022-02-04,,299,Single,156188.70723169768,160066.39145014528,2022
2022-02-07,224,463,Couple,86759.33146771636,201632.83412532977,2022
2022-02-16,102,291,Sound,34542.2681070977,165441.8212376209,2022
2022-02-22,216,103,Couple,120639.6803443475,205208.1481334129,2022
2022-03-21,122,533,Single,64553.256766044215,186754.0907141101,2022
2022-02-25,130,158,Group,56578.344579280136,211109.84153661877,2022
2022-01-25,122,134,Sound,65616.37222242734,192681.26326635387,2022
2022-02-17,122,305,Sound,74854.26959521862,190392.18408279773,2022
2022-03-13,113,496,Sound,60285.53300667112,190023.95065385755,2022
2022-03-18,109,160,Group,30751.059114368953,170654.64702001028,2022
